cell_id,latitude,longitude,population,buildings,road_km,hospitals,schools,vulnerability_index,flood_depth_m,flood_duration_h,building_damage_pct,road_damage_pct,affected_population,estimated_damage_inr,impact_class
C01105,24.746564471231764,76.60059560865916,2341.9,662,2.4,0,1,0.703,2.948,25.4,54.69,42.92,1935.4,88655596.0,Severe
C01106,25.090626541357043,73.85295876381406,3631.3,820,0.57,0,3,0.161,0.117,4.6,13.57,0.79,659.0,27943193.0,None/Low
C01107,22.15016791051349,75.22276983986883,1379.2,256,5.1,0,1,0.757,1.395,12.9,31.38,35.51,772.8,24186500.0,High
C01108,25.71834303875776,73.4306443948494,2327.7,590,6.38,0,2,0.355,0.342,6.7,15.29,1.84,629.4,23825843.0,Moderate
C01109,25.184815118629537,78.28003284215909,518.5,94,4.24,0,1,0.55,0.606,7.1,31.24,8.68,190.0,7657879.0,Moderate
C01110,18.75015750805632,72.17040475367035,2130.0,459,5.73,0,1,0.881,0.695,4.6,33.09,17.85,990.8,39482264.0,Moderate
C01111,21.861799847741597,76.03416459222534,1622.7,299,1.58,0,0,0.531,0.083,1.0,15.76,8.84,434.2,13728097.0,None/Low
C01112,18.801381517426503,77.57689817497365,1628.0,310,3.59,0,0,0.415,0.0,4.3,9.37,1.03,364.4,9610877.0,None/Low
C01113,24.61778409188065,78.48659178737513,4248.7,851,4.72,0,5,0.702,0.18,2.5,3.5,9.08,1393.4,22185709.0,None/Low
C01114,19.75846140612725,74.26137654404408,2154.3,401,1.22,0,1,0.215,0.0,5.1,3.02,7.5,374.2,6689643.0,None/Low
C01115,21.560893072429856,84.92765881823112,2006.1,434,1.7,0,0,0.69,0.484,6.8,23.07,9.96,761.8,27206676.0,Moderate
C01116,26.372495486959735,84.71413260535016,5146.4,1133,0.6,2,1,0.201,0.14,6.2,4.03,9.04,1005.4,20294266.0,None/Low
C01117,25.608715062086354,78.24578141932592,9921.7,1863,1.33,1,6,0.19,0.946,13.3,34.19,30.82,3350.0,154952359.0,Moderate
C01118,27.80945129308344,81.42707788723374,1282.4,285,0.92,0,0,0.202,0.8,8.5,14.23,15.48,403.3,12174022.0,Moderate
C01119,25.46291009601164,72.57847226567098,4448.1,965,0.79,1,4,0.709,0.234,2.7,31.73,0.0,1509.6,73227296.0,None/Low
C01120,19.806861784348637,72.95423950087665,6265.4,1306,1.46,2,5,0.11,0.66,9.5,19.54,24.01,1668.0,66038707.0,Moderate
C01121,22.933828228293137,76.33761086652612,5637.4,1216,7.43,3,5,0.264,0.229,5.6,6.53,11.64,1281.1,29886980.0,None/Low
C01122,27.785288887483723,86.8223508734277,2445.1,653,2.07,1,2,0.311,0.275,1.0,12.81,9.38,604.7,22365708.0,None/Low
C01123,22.004933677554806,85.82268594249584,6173.6,1412,0.37,0,7,0.114,0.105,2.7,0.0,5.49,1032.9,12400440.0,None/Low
C01124,20.985818531015376,76.07447946395057,9772.5,2562,7.72,1,10,0.522,1.092,13.3,24.89,19.72,4368.7,167602904.0,High
C01125,24.232019779806986,79.89995220264609,1983.3,406,5.84,0,2,0.643,0.228,3.8,24.54,3.74,638.0,25642067.0,None/Low
C01126,25.247092565988364,89.85344201434542,1622.0,448,3.0,0,0,0.199,0.518,6.2,32.88,21.42,426.8,31794183.0,Moderate
C01127,20.82429735429469,82.3335395461367,2323.8,595,9.55,0,3,0.121,0.081,1.0,7.6,4.13,382.7,12828690.0,None/Low
C01128,19.945805987284384,74.75952981696288,2112.8,392,12.06,0,0,0.5,0.822,9.7,29.24,19.7,830.1,31184777.0,Moderate
C01129,28.450990672643194,86.06925824706151,4460.0,813,2.12,0,3,0.605,0.402,4.3,31.66,9.04,1532.5,64763562.0,Moderate
C01130,26.829235645686687,80.59831967550892,3430.6,666,4.52,1,2,0.365,0.201,5.5,5.3,7.49,849.0,16630620.0,None/Low
C01131,28.89194817992485,76.66987355944005,3817.7,707,1.47,1,3,0.253,0.364,4.3,23.97,10.72,950.3,41948594.0,Moderate
C01132,26.353890320306014,82.94013325779511,662.7,175,2.65,0,0,0.575,0.657,1.9,20.12,14.19,253.2,9471797.0,Moderate
C01133,20.1827266642671,90.47633398903527,2906.8,574,3.2,0,1,0.117,0.858,6.8,12.93,14.15,882.9,24065443.0,Moderate
C01134,26.61013383251737,76.40630642772673,2684.6,557,8.11,1,1,0.62,2.046,15.4,47.82,21.24,1726.9,69094789.0,Severe
C01135,18.415672840909476,73.7660018545801,607.9,117,2.24,0,0,0.361,1.583,20.2,33.22,20.44,301.0,10721966.0,High
C01136,20.704625416632506,77.31857582943844,940.4,189,0.76,0,0,0.406,5.0,45.8,97.42,71.2,940.4,44563028.0,Severe
C01137,21.855700690828378,82.31867868007912,2691.8,590,4.36,2,4,0.304,1.284,14.3,37.98,11.19,1149.3,54251958.0,High
C01138,23.141400776136567,75.82783981729744,4510.0,1048,2.54,1,1,0.351,0.263,4.2,16.35,8.1,1150.6,44709458.0,None/Low
C01139,20.935459824908794,74.40998113985073,5223.6,1176,0.26,0,2,0.598,0.0,8.8,2.52,4.47,1408.4,22240382.0,None/Low
C01140,22.118404820992936,77.74808287034334,1085.4,223,6.34,0,1,0.807,4.642,40.1,97.86,74.54,1085.4,53486225.0,Severe
C01141,22.439292256940668,77.71592840918576,7436.7,1394,2.16,2,5,0.63,0.908,12.1,37.54,15.24,3280.7,133648862.0,Moderate
C01142,27.68501305030899,82.68697574078979,1999.9,441,0.78,0,3,0.376,0.215,2.4,16.29,8.59,505.2,19008035.0,None/Low
C01143,24.443685898800076,86.4827116181303,2206.2,406,1.3,0,2,0.847,3.19,27.1,72.37,54.98,1998.5,77050218.0,Severe
C01144,19.36182445499192,84.02304698889033,728.2,157,3.42,0,1,0.391,0.27,2.7,27.57,4.49,194.0,10159026.0,None/Low
C01145,18.615398347504076,75.79263911217274,3959.7,925,1.89,2,5,0.412,1.839,13.8,34.1,18.51,2194.1,83199450.0,High
C01146,23.740704334542535,76.35573589732068,8842.7,1686,2.27,0,7,0.698,1.444,17.3,40.08,31.15,4901.2,180630014.0,High
C01147,20.942332071771684,74.84023759388855,4645.5,960,3.66,0,0,0.389,4.269,29.9,77.36,65.29,4579.4,189234770.0,Severe
C01148,22.719197675737554,74.99309655625852,12142.2,3112,1.56,0,7,0.28,0.636,1.7,18.61,16.74,3698.0,148701944.0,Moderate
C01149,27.56466085643458,83.98146062696588,7265.3,1692,1.7,2,2,0.607,1.334,11.4,46.04,28.22,3719.6,184969075.0,High
C01150,23.80355268488055,76.12776267354693,2169.8,497,6.66,0,1,0.162,0.0,2.4,2.84,6.91,348.1,6829725.0,None/Low
C01151,23.41663081746325,81.33692934677,2518.3,668,1.06,0,2,0.364,0.48,5.8,29.19,4.27,749.1,44093040.0,Moderate
C01152,20.07171944118236,90.38265470772055,7427.9,1426,2.3,1,3,0.365,0.84,9.8,22.57,15.75,2691.9,90327325.0,Moderate
C01153,27.503839505585184,86.28857798395842,9001.1,2182,2.37,0,6,0.2,1.214,8.7,29.26,18.2,3496.7,156995164.0,High
C01154,22.851445167522332,82.02444902015641,12366.0,2305,7.49,2,8,0.474,0.323,6.2,0.03,8.67,3669.7,44311018.0,Moderate
C01155,19.115169953312844,76.18236984464467,1284.7,352,5.57,0,2,0.465,1.209,11.4,37.35,21.45,583.0,30957708.0,High
C01156,27.78105193295943,84.56726489627576,3313.4,698,1.51,0,4,0.539,0.341,1.0,18.74,2.27,1047.2,36126320.0,Moderate
C01157,21.24216280211536,85.3496763617604,7463.0,1617,3.63,0,3,0.422,0.44,1.3,22.94,11.33,2273.8,94171633.0,Moderate
C01158,28.738885444582,74.67248366515928,2424.4,547,5.61,1,1,0.503,1.79,20.1,51.51,35.59,1376.5,67732344.0,High
C01159,18.737157419281417,74.06348851738414,1732.3,452,3.32,1,4,0.056,0.231,5.8,13.64,15.32,303.9,14875724.0,None/Low
C01160,18.46609531066135,76.20553146194825,1483.9,387,1.65,0,1,0.83,2.266,18.1,52.19,38.41,1091.4,49614362.0,Severe
C01161,21.840410386481537,79.93743500412262,6128.1,1582,6.53,0,6,0.219,0.321,6.6,10.34,4.7,1424.9,46605005.0,Moderate
C01162,24.371372040181384,83.61036164420565,3838.3,799,2.28,0,2,0.645,0.799,4.2,19.33,20.45,1631.8,47495975.0,Moderate
C01163,23.117958328800658,76.3708662564942,1276.0,331,4.85,0,0,0.752,0.444,7.0,14.08,5.46,494.8,14391054.0,Moderate
C01164,22.973598519032933,85.2869094678616,1844.4,340,2.85,0,1,0.203,0.509,1.0,20.43,15.67,483.7,18416549.0,Moderate
C01165,22.789676053907346,79.19607431185517,6952.0,1333,4.53,0,5,0.357,0.0,3.2,4.01,0.0,1455.3,27081576.0,None/Low
C01166,22.56864075215921,77.04383665879006,11525.4,3267,12.11,3,8,0.696,0.052,9.1,13.49,7.71,3494.3,121504579.0,None/Low
C01167,21.4870091376582,83.7232267285143,875.6,164,3.02,0,0,0.619,0.981,9.3,26.72,21.38,395.1,12791363.0,Moderate
C01168,27.077387983840257,84.68234805800661,934.9,211,4.52,0,0,0.343,0.459,6.6,19.44,18.8,269.4,10828087.0,Moderate
C01169,23.208211960655156,89.32066952496696,503.4,93,3.52,0,0,0.774,0.972,12.9,28.21,20.95,245.9,7857648.0,Moderate
C01170,21.60746186748617,80.70205480661262,4857.0,887,2.13,0,2,0.234,1.663,17.2,37.3,19.66,2320.8,87504328.0,High
C01171,18.726780183385017,88.60812322255914,3153.5,881,5.43,0,1,0.624,0.942,6.3,20.48,11.0,1404.9,49490495.0,Moderate
C01172,20.397550186432984,89.45208682066469,1608.1,330,3.34,0,1,0.851,1.064,8.0,43.63,26.28,843.0,36251774.0,High
C01173,27.201123639805466,87.93294754592536,8059.4,1766,5.1,1,5,0.629,1.042,9.8,27.08,17.24,3745.0,131229476.0,High
C01174,27.38510452495976,75.70483158596046,5981.7,1175,2.02,1,2,0.179,0.01,1.0,3.43,0.0,995.9,19203593.0,None/Low
C01175,21.491310361034003,79.76410096319223,1791.8,444,7.03,1,3,0.291,0.017,1.8,13.92,0.0,350.9,15336488.0,None/Low
C01176,19.53261955113636,82.43287785480564,8591.0,2110,1.38,0,2,0.571,0.385,3.7,19.44,13.05,2853.5,108115438.0,Moderate
C01177,24.13610849234447,90.68289956445275,6848.2,1253,2.83,0,7,0.519,0.909,11.5,31.72,22.0,2831.6,105668565.0,Moderate
C01178,21.752443973262327,84.62904671112925,11678.8,2238,7.48,5,4,0.575,0.056,1.0,9.61,13.37,3197.7,77339389.0,None/Low
C01179,22.275744713195113,74.71780627355925,1135.4,215,3.12,0,1,0.477,1.729,15.7,46.83,23.5,625.1,25806650.0,High
C01180,21.99613846460045,90.98399717913898,2153.7,500,5.65,0,2,0.448,0.627,4.8,31.25,8.49,742.7,37156523.0,Moderate
C01181,19.60931943745551,89.75447290718833,1379.2,393,5.41,0,0,0.496,2.53,19.6,55.93,43.54,964.7,51727018.0,Severe
C01182,19.876358006251373,80.43365051375217,3912.7,718,2.65,1,3,0.206,0.131,2.6,16.62,2.0,763.4,30658056.0,None/Low
C01183,23.381679834624524,82.89113865194699,9327.7,2545,1.49,4,4,0.881,1.466,14.6,50.5,25.85,5633.8,299063184.0,High
C01184,19.40118551131298,89.40973698972542,1396.9,359,1.79,0,0,0.418,0.379,10.4,15.38,11.69,409.1,14902251.0,Moderate
C01185,26.64021815070104,76.8912630379661,1221.7,336,5.41,0,0,0.693,1.902,16.8,40.21,31.37,776.5,34060271.0,High
C01186,18.94222525719299,82.14789392963696,1978.9,564,5.27,0,2,0.471,0.988,12.7,30.21,7.84,822.3,40643293.0,Moderate
C01187,22.13346538115945,82.48715307206865,15323.1,2792,3.24,3,11,0.464,2.15,17.5,41.85,31.73,9543.9,325094118.0,Severe
C01188,23.503463320230182,72.70336556131969,1969.9,376,5.36,1,1,0.429,0.033,1.0,12.69,7.56,459.1,14201033.0,None/Low
C01189,21.08420306520484,75.45530936491359,9573.3,2484,5.87,0,12,0.272,0.164,1.0,12.15,13.11,2082.4,79490548.0,None/Low
C01190,21.639472282866006,77.63085409511064,7132.9,1324,4.73,0,7,0.82,3.2,29.7,63.6,49.41,6425.7,229271480.0,Severe
C01191,21.657278340898447,83.68155505009753,810.8,152,4.8,1,2,0.025,0.273,3.5,0.0,11.45,142.3,1844601.0,None/Low
C01192,24.294317798937072,83.98513154573054,923.6,242,4.6,0,0,0.378,0.29,8.7,9.73,4.7,246.4,7247485.0,None/Low
C01193,19.51463867307249,83.0088218023629,2633.9,588,8.04,0,3,0.241,0.417,4.7,5.19,9.86,672.2,13763018.0,Moderate
C01194,24.215273483787502,87.6372286455305,6413.5,1524,3.69,1,8,0.864,0.479,5.2,30.35,12.96,2708.0,115867766.0,Moderate
C01195,28.19340222078749,72.54349181981317,4487.9,872,6.66,0,5,0.678,1.22,9.0,36.86,21.07,2284.8,85629976.0,High
C01196,19.104491753966016,82.16027001255503,12372.7,2878,4.93,1,9,0.777,0.763,10.5,26.54,13.72,5589.2,204707673.0,Moderate
C01197,26.966926545562732,89.17584844972048,7963.6,2241,2.35,0,7,0.491,1.533,7.2,45.03,31.34,4130.5,231397506.0,High
C01198,26.855733605244225,74.11522584951179,2532.6,658,7.18,1,1,0.849,0.54,12.8,25.7,11.27,1087.9,43690624.0,Moderate
C01199,20.040824551368377,76.96169962717609,346.4,74,6.26,0,0,0.501,0.174,9.1,11.9,6.63,95.8,2838557.0,None/Low
C01200,18.238435533404726,85.01801756527472,1594.6,419,1.56,0,0,0.353,2.464,15.9,43.47,55.72,1039.4,45475179.0,Severe
C01201,20.64066444056731,77.11112280683734,6705.6,1876,1.95,1,13,0.442,2.189,23.8,39.57,39.11,4186.6,184055081.0,Severe
C01202,28.54445325157435,77.68559167091404,5663.2,1332,1.99,2,4,0.535,0.0,1.7,18.23,10.23,1436.8,61007940.0,None/Low
C01203,23.320890001615947,74.8924832366043,5105.0,997,0.18,0,0,0.614,1.22,11.3,39.16,4.95,2517.7,100494974.0,High
C01204,22.061843717438325,85.80706199566393,2339.0,457,5.08,0,1,0.401,0.502,1.7,16.43,21.06,726.8,22506913.0,Moderate
C01205,18.476560562357317,73.67999659165874,4494.1,854,2.22,2,2,0.323,0.253,2.6,4.41,5.77,1106.8,20095858.0,None/Low
C01206,25.458577948577798,79.79965410680686,7582.1,2163,0.37,1,3,0.645,1.52,14.7,44.73,33.71,4207.3,224671660.0,High
C01207,23.218512509830944,73.82986699359023,2130.9,521,3.29,2,3,0.334,1.033,9.6,21.43,18.45,829.8,30203805.0,High
C01208,20.63351191302991,75.65414324892559,2370.6,534,3.78,1,2,0.101,0.003,2.3,13.39,12.91,345.2,17134165.0,None/Low
C01209,22.493653354636994,73.81425211691962,2788.4,676,2.72,0,4,0.237,0.884,19.1,29.92,17.28,943.8,47845941.0,Moderate
C01210,20.173404831130693,90.65850264902066,1177.2,220,0.84,0,0,0.72,0.931,16.5,26.0,14.35,550.3,16929367.0,Moderate
C01211,28.716577010302075,84.49944394792678,6951.5,1478,2.22,3,4,0.653,0.97,10.2,29.11,12.36,3181.4,115681153.0,Moderate
C01212,26.667324991347932,90.6969369318384,802.1,213,0.91,0,0,0.452,0.189,8.3,21.88,7.61,214.1,10975861.0,None/Low
C01213,22.76805495466196,77.07407912575502,1340.3,312,1.24,1,2,0.265,0.349,5.8,16.81,10.74,333.9,13478865.0,Moderate
C01214,27.862362488781123,74.48840834395203,1592.8,358,1.47,0,0,0.448,0.002,3.9,20.4,14.78,370.0,17643355.0,None/Low
C01215,24.58995471225549,87.92788262226388,468.8,115,6.89,0,0,0.275,0.115,1.0,2.96,3.06,98.2,1843576.0,None/Low
C01216,18.301071725865896,85.95601870352239,4210.2,912,6.17,2,1,0.906,0.941,7.4,37.97,19.39,2172.1,88691709.0,Moderate
C01217,25.66109915559114,85.61658762254099,3867.4,876,6.04,1,1,0.618,0.0,4.6,3.94,0.72,1061.8,18964472.0,None/Low
C01218,19.523594311034472,78.62443784500374,1493.2,300,0.57,0,1,0.487,0.726,8.0,26.78,15.27,556.1,21156676.0,Moderate
C01219,18.94489552267444,72.26010593801556,3074.1,784,1.14,1,2,0.593,1.499,15.0,34.72,25.62,1654.0,68914943.0,High
C01220,19.85116109811567,74.52947842756932,2047.2,384,3.93,0,2,0.59,0.025,1.0,10.64,11.86,556.7,14153123.0,None/Low
C01221,26.574913350362532,80.8138245365204,826.3,166,14.16,0,1,0.388,0.486,7.0,8.59,21.42,251.6,6343911.0,Moderate
C01222,26.31055306520294,89.8604644496792,9638.0,2705,4.72,1,5,0.395,1.478,16.6,50.02,32.22,4671.5,299995629.0,High
C01223,23.152647529480475,87.70237256761679,369.4,69,6.33,0,1,0.601,0.826,10.6,19.07,6.42,154.8,4327469.0,Moderate
C01224,19.079513785404025,72.88156647465884,806.5,148,2.23,0,0,0.62,0.434,12.6,34.37,10.16,284.9,12631751.0,Moderate
C01225,22.32786472186463,77.71711357113465,2689.5,603,4.56,0,5,0.758,0.314,4.2,13.64,0.77,984.4,26624891.0,Moderate
C01226,20.683980621421004,76.22998280578018,765.3,187,2.05,0,1,0.63,1.056,7.5,32.95,23.45,357.8,15505019.0,High
C01227,19.955547369395596,86.81320232736273,3844.7,1064,7.0,0,1,0.147,0.102,3.9,8.44,7.34,673.9,24386913.0,None/Low
C01228,25.053931031005593,85.22825753436982,13284.2,2971,0.4,2,8,0.683,0.184,1.0,14.21,8.62,4302.6,127630082.0,None/Low
C01229,27.33919872221191,76.80800032915579,4050.0,812,4.78,0,2,0.661,0.227,6.2,10.72,8.77,1320.1,31621919.0,None/Low
C01230,21.667408523367385,84.24976899665218,4826.7,1123,8.57,0,1,0.67,1.683,12.1,37.0,24.56,2849.7,109504147.0,High
C01231,18.239015815391248,76.35233402216319,5114.1,1068,3.38,0,3,0.213,0.624,1.7,19.39,11.72,1461.1,54910921.0,Moderate
C01232,20.9867849203448,75.04014352208313,2491.0,580,6.2,0,3,0.549,1.45,15.2,25.81,25.62,1291.0,42832509.0,High
C01233,23.819043985363738,87.01057813708928,3542.9,718,8.49,1,2,0.523,1.231,17.0,22.09,7.02,1673.6,48776298.0,High
C01234,24.566409724189818,75.40881047707698,1390.0,350,3.87,0,2,0.675,0.461,5.1,20.41,10.98,516.6,19161088.0,Moderate
C01235,20.67688365182135,75.28742570959736,2022.1,441,1.84,0,1,0.435,0.671,6.8,19.2,14.75,706.9,23787721.0,Moderate
C01236,22.4987017772494,75.98981854219589,2062.5,443,2.02,0,1,0.472,1.081,13.9,24.39,18.27,892.2,30245123.0,High
C01237,21.456510462351947,72.40632976123662,913.3,233,1.07,0,1,0.383,0.36,6.6,17.01,11.76,256.1,10241043.0,Moderate
C01238,23.9102701420253,76.79958235546374,6294.6,1201,3.6,1,2,0.473,0.514,5.4,14.06,0.0,2082.3,55376380.0,Moderate
C01239,25.370948954883744,78.988928575443,626.5,152,1.9,0,1,0.555,1.886,15.5,39.13,27.43,374.8,15333697.0,High
C01240,24.1115868256394,73.05913929920396,4239.2,1112,9.35,0,1,0.565,0.344,1.2,14.88,13.01,1370.1,46528396.0,Moderate
C01241,18.658816213041494,79.68835316784184,627.8,119,0.95,0,1,0.165,0.28,9.4,4.28,5.92,133.0,2527338.0,None/Low
C01242,27.87671266004831,83.27237933698471,1477.1,377,1.46,0,0,0.347,2.102,12.8,50.47,29.6,864.3,44728684.0,Severe
C01243,27.956914021388833,80.1385236888415,6599.2,1310,2.11,0,5,0.446,0.613,5.4,23.36,20.57,2255.4,82259105.0,Moderate
C01244,24.768204162870514,90.436926840481,12622.1,2910,3.89,2,6,0.53,0.158,1.0,11.93,6.26,3546.9,105135008.0,None/Low
C01245,25.653318382201917,89.046455061889,4057.2,779,1.38,0,2,0.65,0.69,6.0,33.91,15.09,1650.3,67400445.0,Moderate
C01246,24.62813027451955,72.50579276188353,1959.6,391,4.73,1,1,0.48,2.241,25.1,47.84,39.13,1260.8,49261202.0,Severe
C01247,22.71040382412811,84.47084167555839,3049.9,843,4.13,2,1,0.606,0.958,6.4,31.71,13.02,1354.3,64504491.0,Moderate
C01248,23.960470330193875,80.8812997180267,2002.6,495,4.49,0,1,0.736,2.046,17.0,49.67,40.02,1346.1,60858354.0,Severe
C01249,28.624665862307786,86.20089239786944,4584.6,1206,3.51,0,7,0.365,2.679,28.3,56.89,43.72,3178.9,162027241.0,Severe
C01250,26.0559263319404,82.62326770772306,3692.3,1004,3.5,1,1,0.523,0.596,1.1,20.53,3.97,1322.4,53008639.0,Moderate
C01251,20.24901319486097,77.11514095624995,11175.7,2058,3.54,1,6,0.714,0.143,5.4,18.75,5.64,3621.5,112968826.0,None/Low
C01252,23.987500870616984,75.91131565061879,602.2,165,8.55,0,1,0.742,0.659,9.0,30.91,16.77,255.3,12603021.0,Moderate
C01253,18.293474357101765,78.04312318407756,3260.2,681,4.78,0,3,0.513,3.377,27.6,73.54,56.11,2790.9,124307954.0,Severe
C01254,20.758873602304554,90.72609330345158,5986.0,1285,3.11,1,7,0.557,1.82,18.2,56.8,28.95,3513.1,173765294.0,High
C01255,27.615336525907775,82.87761009697232,6972.2,1773,3.96,0,3,0.607,0.973,8.8,24.59,12.68,3116.4,116005200.0,Moderate
C01256,22.771634043691368,83.23153534165797,359.2,84,1.24,1,1,0.657,0.185,4.9,29.32,13.06,114.0,5841399.0,None/Low
C01257,19.143906376784166,79.40270834103181,6100.8,1285,4.32,0,5,0.303,0.455,3.1,1.79,12.1,1693.2,24586689.0,Moderate
C01258,19.961353817569094,83.66399272743635,1435.4,266,1.14,0,0,0.324,0.195,3.4,18.8,6.35,338.9,13085944.0,None/Low
C01259,18.659841156610014,79.89592988536873,14678.5,3606,3.8,1,10,0.404,0.603,6.5,13.99,11.95,4838.5,148975094.0,Moderate
C01260,19.116898134335834,82.09256688072581,1534.9,372,1.9,0,2,0.442,0.875,9.8,27.35,19.33,595.4,25547041.0,Moderate
C01261,24.338482032538476,80.7836735330042,3773.3,745,1.99,0,3,0.846,0.762,8.8,30.8,21.23,1768.2,62620752.0,Moderate
C01262,18.897405246822782,83.25688846473255,1492.9,370,15.39,0,0,0.841,0.933,8.4,33.25,18.94,743.5,31796265.0,Moderate
C01263,28.672476121642873,86.48395053508906,1372.5,273,2.83,0,0,0.2,0.087,1.0,9.05,0.0,254.9,7505324.0,None/Low
C01264,27.557773017692984,80.74249812022148,5367.7,1181,1.11,0,3,0.488,0.595,7.9,22.83,12.31,1874.3,71061909.0,Moderate
C01265,20.056054006533103,74.33607589853436,1505.9,328,3.32,0,0,0.263,0.0,1.0,14.54,2.37,279.6,11957944.0,None/Low
C01266,25.298538295960896,76.2332467413352,3009.1,763,3.85,0,3,0.285,0.899,11.8,27.43,14.0,1062.1,50558151.0,Moderate
C01267,20.74440108075739,84.47766032910704,7967.3,1548,4.07,1,4,0.279,0.0,2.6,7.46,5.54,1511.6,38975177.0,None/Low
C01268,25.38297147840929,85.2964992039648,937.9,219,2.71,0,0,0.653,0.497,2.7,19.52,0.0,349.5,11889646.0,Moderate
C01269,22.27083807609607,79.37018127164856,532.1,114,0.68,0,0,0.343,2.765,27.1,62.22,25.05,374.3,17302935.0,Severe
C01270,20.270818375221474,90.65460951808575,3170.8,767,4.94,1,1,0.68,2.627,25.2,46.56,32.65,2418.9,93710501.0,Severe
C01271,20.05484589062882,77.4995692637373,4760.0,1171,2.13,0,3,0.432,0.783,4.0,35.4,18.26,1755.9,95793802.0,Moderate
C01272,21.237026415557196,81.08751525535996,2905.7,738,1.38,0,2,0.043,0.306,4.8,20.03,4.32,540.1,33103306.0,Moderate
C01273,22.657104605889682,74.73986674049095,6137.7,1361,2.62,1,1,0.595,0.529,6.4,17.18,4.24,2233.9,68923606.0,Moderate
C01274,25.864419096980104,74.97874210130576,1825.5,485,1.76,0,1,0.243,2.568,23.3,57.49,46.51,1173.8,64481321.0,Severe
C01275,23.20822588227332,81.88717521199041,6575.4,1644,1.61,2,4,0.712,0.39,3.7,22.39,6.54,2421.0,95329610.0,Moderate
C01276,22.27301493217205,75.7043749146891,4024.7,733,2.35,0,8,0.826,0.587,2.9,22.27,13.61,1739.1,50334536.0,Moderate
C01277,20.050980112466558,90.98863766078152,7737.1,2151,4.03,1,5,0.461,1.989,14.1,56.78,18.87,4589.5,275109535.0,High
C01278,18.316832366208228,81.478485900825,4293.5,867,2.14,0,4,0.546,0.979,8.7,37.65,21.15,1857.7,81156844.0,Moderate
C01279,20.720414595589375,90.9177997726427,9963.6,2355,5.26,2,2,0.693,2.181,21.7,57.32,32.67,6832.7,325417298.0,Severe
C01280,19.790739682892344,85.93628663992969,999.3,190,2.56,0,2,0.593,1.957,20.8,47.91,22.83,620.1,23971697.0,High
C01281,19.54954952540009,83.59584996187189,10798.1,2754,3.01,5,6,0.314,2.184,22.2,44.81,28.96,6387.5,298999587.0,Severe
C01282,18.269448515126022,84.94956293627651,6775.7,1632,2.45,0,5,0.397,1.166,12.0,35.5,22.71,2907.1,139298194.0,High
C01283,26.393738667669332,88.75475874424643,824.2,161,2.31,0,0,0.942,1.195,9.3,42.82,16.25,470.2,18144228.0,High
C01284,22.176400599468582,90.93866434771013,608.4,117,3.98,0,0,0.489,0.876,11.0,26.49,16.26,243.3,8660099.0,Moderate
C01285,27.886278855012698,82.93955033920822,933.0,215,1.35,0,1,0.235,1.062,6.1,28.15,15.43,345.2,15089757.0,High
C01286,27.028719165005807,78.29486616822058,2916.2,769,2.66,0,1,0.473,0.365,3.6,18.91,2.8,886.6,36831694.0,Moderate
C01287,21.47779627962656,85.88054485021011,6711.2,1642,3.88,0,2,0.427,0.373,6.9,23.68,12.2,1973.0,93789061.0,Moderate
C01288,22.20867909344566,83.82010525888975,2617.9,567,2.04,0,1,0.571,0.202,1.0,24.59,6.32,783.2,34531940.0,None/Low
C01289,21.984996280540503,73.68889845223599,4997.7,1289,2.18,1,2,0.543,0.103,1.0,14.32,6.24,1371.1,49723161.0,None/Low
C01290,25.077762972635803,72.23785659160117,8086.6,1607,1.79,2,9,0.574,0.423,1.5,16.87,0.0,2746.8,81748098.0,Moderate
C01291,21.53745513245528,72.48666486683945,4404.8,1103,3.35,0,4,0.381,0.894,18.0,6.16,16.49,1656.4,32243972.0,Moderate
C01292,25.407392259464864,75.36141448988288,13119.6,3049,5.18,1,7,0.553,0.892,9.4,23.88,22.57,5495.4,197306249.0,Moderate
